simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0802875	18999	274.461
40	1232	95	0	98.4213	3.70714e-06	3.07754
80	1245	13	0	90.1334	6.97784e-16	0.0126039
120	1266	21	0	90.1235	1.24615e-25	5.16179e-05
160	1295	29	0	90.3597	2.07696e-35	2.11392e-07
200	1336	41	0	91.0977	3.22063e-45	8.65705e-10
240	1379	43	0	92.3445	4.56833e-55	3.54522e-12
280	1438	59	0	91.5632	5.96973e-65	1.45181e-14
320	1499	61	0	91.6651	7.04163e-75	5.94523e-17
360	1556	58	1	92.3603	7.55164e-85	2.43456e-19
400	1640	87	3	92.3397	7.40431e-95	9.96929e-22
440	1739	100	1	94.1547	6.52137e-105	4.08225e-24
480	1850	116	5	95.3073	5.14007e-115	1.67158e-26
520	1993	143	0	94.2666	3.53891e-125	6.84456e-29
560	2112	119	0	95.6959	2.11436e-135	2.80255e-31
600	2186	81	7	95.303	1.10176e-145	1.1475e-33
640	2289	109	6	96.8528	4.91852e-156	4.69826e-36
680	2383	97	3	96.9678	1.84704e-166	1.92358e-38
720	2420	42	5	98.7466	5.90565e-177	7.8753e-41
760	2449	35	6	99.2639	1.61645e-187	3.2241e-43
800	2507	62	4	99.0384	3.6855e-198	1.31988e-45
840	2574	68	1	99.7524	7.04991e-209	5.40312e-48
880	2647	79	6	100.496	1.14476e-219	2.21176e-50
920	2757	118	8	101.997	1.56027e-230	9.05351e-53
960	2860	112	9	100.405	1.77711e-241	3.7058e-55
1000	2975	120	5	101.423	1.71699e-252	1.51681e-57
1040	3142	178	11	102.155	1.39982e-263	6.20822e-60
1080	3326	193	9	104.116	9.39045e-275	2.54091e-62
1120	3529	211	8	107.342	5.08182e-286	1.0399e-64
1160	3801	276	4	108.909	2.17848e-297	4.2558e-67
1200	4007	212	6	107.526	0	1.74161e-69
1240	4168	165	4	108.934	0	7.12683e-72
1280	4361	200	7	112.165	0	2.91621e-74
1320	4528	171	4	119.085	0	95.7485
1360	4598	80	10	113.941	0	0.391742
1400	4676	89	11	112.743	0	0.00160264
1440	4776	109	9	112.313	0	6.55603e-06
1440.02	4785	9	0	0.394824	0	6.53802e-06
