simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0613951	18999	274.461
40	1233	96	0	107.541	3.71276e-06	5.5208
80	1242	9	0	94.0955	7.01711e-16	0.0345403
120	1260	18	0	93.9538	1.31792e-25	0.00627922
160	1287	27	0	94.3805	2.40813e-35	0.00148834
200	1317	30	0	94.784	4.0943e-45	1.12299e-05
240	1349	32	0	94.5704	6.43966e-55	4.59895e-08
280	1401	52	0	94.8667	9.30018e-65	1.88336e-10
320	1459	58	0	95.1459	1.23378e-74	7.71259e-13
360	1528	70	1	95.609	1.49525e-84	3.15835e-15
400	1606	78	0	95.4128	1.64073e-94	1.29334e-17
440	1695	97	8	96.2707	1.62357e-104	5.29614e-20
480	1814	124	5	98.2959	1.45111e-114	2.1687e-22
520	1952	148	10	98.558	1.15212e-124	8.88034e-25
560	2050	113	15	99.3026	7.95349e-135	3.63623e-27
600	2132	92	10	99.8308	4.80977e-145	1.48889e-29
640	2227	101	6	100.201	2.50445e-155	6.09621e-32
680	2324	101	4	101.495	1.10573e-165	2.496e-34
720	2343	21	2	101.269	4.12436e-176	1.02192e-36
760	2372	35	6	102.84	1.29951e-186	4.18378e-39
800	2420	52	4	102.866	3.42279e-197	1.7128e-41
840	2469	52	3	102.017	7.65972e-208	7.01178e-44
880	2528	67	8	103.723	1.46118e-218	2.87035e-46
920	2621	101	8	104.455	2.34666e-229	1.17497e-48
960	2723	108	6	104.491	3.2532e-240	4.80958e-51
1000	2832	115	6	104.671	3.88785e-251	1.96867e-53
1040	2991	165	6	105.873	3.90346e-262	8.05797e-56
1080	3173	190	8	108.211	3.26339e-273	3.29811e-58
1120	3402	230	1	109.114	2.21877e-284	1.34986e-60
1160	3673	273	2	111.014	1.1876e-295	5.52455e-63
1200	3889	224	8	112.102	0	2.26093e-65
1240	4061	176	4	113.425	0	9.25245e-68
1280	4257	203	7	112.792	0	3.78619e-70
1320	4411	163	9	127.351	0	43.4554
1360	4471	71	11	117.401	0	0.198269
1400	4517	57	11	118.37	0	0.0201677
1440	4568	56	5	116.986	0	0.00341461
1440.02	4571	3	0	0.378352	0	0.00341119
